index_level,diff,is_rising,pli
3250.49,-32.79000000000042,0,0.5
3111.33,-13.289999999999964,0,0.5
2870.03,191.6600000000003,1,0.47619047619047616
2461.24,-6.130000000000109,0,0.30434782608695654
2210.45,50.48999999999978,1,0.47619047619047616
2146.12,18.920000000000073,1,0.55
2312.97,5.619999999999891,1,0.5882352941176471
2336.29,1.849999999999909,1,0.38095238095238093
2420.8,-11.9699999999998,0,0.4782608695652174
1973.01,60.289999999999964,1,0.5
1944.61,-10.790000000000191,0,0.4375
2156.54,-0.9900000000002365,0,0.6086956521739131
2135.51,-6.549999999999727,0,0.45
2155.66,63.5,1,0.47619047619047616
2122.63,-0.33999999999969077,0,0.55
2155.24,-8.570000000000164,0,0.38095238095238093
2232.71,8.650000000000091,1,0.4782608695652174
2177.35,1.9800000000000182,1,0.5
2250.47,-3.330000000000382,0,0.5625
2419.41,-22.170000000000073,0,0.6818181818181818
2286.9,11.789999999999964,1,0.3181818181818182
2364.02,5.320000000000164,1,0.6111111111111112
2370.71,0.15000000000009095,1,0.6111111111111112
2359.75,13.079999999999927,1,0.5652173913043478
2347.04,-4.599999999999909,0,0.4444444444444444
2479.08,7.869999999999891,1,0.5
2549.97,-3.0100000000002183,0,0.5909090909090909
2638.12,1.7300000000000182,1,0.5714285714285714
2714.63,-13.599999999999909,0,0.5652173913043478
2672.33,11.049999999999727,1,0.38095238095238093
2793.71,-15.400000000000091,0,0.5882352941176471
2863.45,-29.830000000000382,0,0.5
2860.44,1.3899999999998727,1,0.5714285714285714
3116.83,37.710000000000036,1,0.8636363636363636
2878.67,-48.429999999999836,0,0.5333333333333333
2722.15,-16.639999999999873,0,0.45454545454545453
2653.54,-12.480000000000018,0,0.4444444444444444
2658.29,52.38999999999987,1,0.4090909090909091
2479.91,54.73000000000002,1,0.35
2545.12,3.8099999999999454,1,0.5909090909090909
2474.48,-4.730000000000018,0,0.30434782608695654
2606.67,31.220000000000255,1,0.5263157894736842
2451.12,35.4699999999998,1,0.6111111111111112
2428.04,26.190000000000055,1,0.5454545454545454
2293.1,17.039999999999964,1,0.4
2483.47,43.45999999999958,1,0.5454545454545454
2743.97,-6.370000000000346,0,0.6
2838.51,104.54000000000042,1,0.5714285714285714
2945.24,5.829999999999927,1,0.5714285714285714
2728.95,-14.010000000000218,0,0.45
2930.6,-6.5300000000002,0,0.47368421052631576
2912.66,-31.370000000000346,0,0.43478260869565216
2872.4,16.950000000000273,1,0.45454545454545453
2897.7,-31.769999999999982,0,0.55
2954.73,2.6100000000001273,1,0.7222222222222222
2894.72,-35.76000000000022,0,0.42857142857142855
3063.22,0.4699999999997999,1,0.5909090909090909
2932.49,-85.39000000000033,0,0.5
2821.04,-91.0,0,0.45
2689.38,-0.6599999999998545,0,0.4090909090909091
2861.91,17.09999999999991,1,0.5714285714285714
2806.66,-3.0,0,0.3888888888888889
2942.07,16.590000000000146,1,0.7
3249.34,17.820000000000164,1,0.6521739130434783
3343.89,-24.550000000000182,0,0.47619047619047616
3232.42,-8.900000000000091,0,0.45454545454545453
3280.38,-44.059999999999945,0,0.5
3469.42,-29.23999999999978,0,0.5714285714285714
3640.64,66.50999999999976,1,0.5217391304347826
3713.25,-21.7800000000002,0,0.55
3756.86,-94.17000000000007,0,0.7333333333333333
3539.37,-37.86999999999989,0,0.4782608695652174
3491.19,-26.019999999999982,0,0.47619047619047616
3650.22,-9.080000000000382,0,0.5
3498.65,15.920000000000073,1,0.42857142857142855
3132.82,-49.98000000000002,0,0.5
3097.06,-15.639999999999873,0,0.5
3196.99,-2.2400000000002365,0,0.55
3267.25,27.639999999999873,1,0.5
3165.35,-21.700000000000273,0,0.3181818181818182
3274.32,12.5300000000002,1,0.6521739130434783
3054.02,-65.2199999999998,0,0.3684210526315789
3080.78,5.190000000000055,1,0.6875
2898.83,-16.659999999999854,0,0.391304347826087
2805.34,35.63000000000011,1,0.47368421052631576
2813.22,34.76999999999998,1,0.5263157894736842
3058.4,49.16000000000031,1,0.6190476190476191
2792.33,-34.7800000000002,0,0.3333333333333333
2761.78,35.120000000000346,1,0.391304347826087
2610.12,1.1399999999998727,1,0.3333333333333333
2295.92,-31.019999999999982,0,0.3125
2606.54,-1.2100000000000364,0,0.5
2635.25,13.179999999999836,1,0.5909090909090909
