index_level,diff,is_rising,pli
2870.03,191.6600000000003,1,0.49019607843137253
2146.12,18.920000000000073,1,0.4375
2420.8,-11.9699999999998,0,0.47540983606557374
2156.54,-0.9900000000002365,0,0.5254237288135594
2122.63,-0.33999999999969077,0,0.4918032786885246
2177.35,1.9800000000000182,1,0.453125
2286.9,11.789999999999964,1,0.5166666666666667
2359.75,13.079999999999927,1,0.5932203389830508
2549.97,-3.0100000000002183,0,0.5166666666666667
2672.33,11.049999999999727,1,0.5076923076923077
2860.44,1.3899999999998727,1,0.55
2722.15,-16.639999999999873,0,0.6271186440677966
2479.91,54.73000000000002,1,0.4
2606.67,31.220000000000255,1,0.46875
2293.1,17.039999999999964,1,0.5166666666666667
2838.51,104.54000000000042,1,0.5689655172413793
2930.6,-6.5300000000002,0,0.5
2897.7,-31.769999999999982,0,0.47692307692307695
3063.22,0.4699999999997999,1,0.5737704918032787
2689.38,-0.6599999999998545,0,0.4482758620689655
2942.07,16.590000000000146,1,0.559322033898305
3232.42,-8.900000000000091,0,0.5303030303030303
3640.64,66.50999999999976,1,0.5333333333333333
3539.37,-37.86999999999989,0,0.5689655172413793
3498.65,15.920000000000073,1,0.4666666666666667
3196.99,-2.2400000000002365,0,0.515625
3274.32,12.5300000000002,1,0.4918032786885246
2898.83,-16.659999999999854,0,0.46551724137931033
3058.4,49.16000000000031,1,0.5423728813559322
2610.12,1.1399999999998727,1,0.35384615384615387
2635.25,13.179999999999836,1,0.48333333333333334
