week,amount
1,8.244995941210371
2,9.255013501347927
3,9.163904733733798
4,9.182491157556257
5,9.792740332378983
6,10.058461036624243
7,10.418186066969911
8,10.530117722705441
9,10.464543731182031
10,10.603691028781197
11,10.238931403407078
12,10.506338785988863
13,9.021973780722567
14,9.302702574398337
15,9.62130433363917
16,9.503926729780035
17,9.181210177869048
18,9.228767543963336
19,9.543900515424117
20,9.074693600657833
21,8.350935516807105
22,6.502535140866374
23,6.544530359281712
24,6.467885044149796
25,5.8151449425096615
26,5.428599736810959
27,6.562825376928232
28,6.627406253897148
29,6.651222975522572
30,6.6879685871055266
31,6.57242239305435
32,6.773572245514402
33,6.578570424771492
34,6.680729200403702
35,6.574168874339382
36,6.702414808182595
37,6.437239518619645
38,6.283798283774815
39,6.392653860353358
40,6.874911788052373
41,6.730970366645944
42,6.707949764698346
43,6.623347839064014
45,6.764335153607244
46,6.741724307124163
47,6.923707365196064
48,6.9023406462806385
49,7.1147531880716635
50,6.859604410419715
51,7.000006238686244
52,6.77217607674031
53,7.125355494360197
54,6.927430447175358
55,6.831845684881787
56,6.714728626571738
57,6.9440486346794055
58,7.070503182263415
59,6.822360775965189
60,6.954638864880987
61,6.283051485636975
62,7.110067353916413
63,6.947716102801324
64,6.821543582163072
65,6.86869215341128
66,7.063724304616179
67,6.808078579792609
68,6.8560934956582456
69,6.668240954816982
70,6.772004282000243
71,6.9599112011992945
72,6.655633381928907
73,6.611247709481045
74,6.730516781525308
75,6.445561076627883
76,6.457475842584131
77,6.48235783516602
79,6.484925269907124
80,6.806231836777749
81,6.434337829276554
82,6.441090071001801
83,6.586447478880696
84,6.634830447505263
85,6.358483308830181
86,6.397779294170724
87,6.3893006280516556
88,6.759011621494086
89,6.135932788767051
90,6.060640735124765
91,5.94672865326659
92,6.255385291938897
93,6.788802809804844
94,5.855157878393475
95,4.379147493923038
96,6.32502182507656
97,6.5511517610639345
98,6.553035565191689
99,6.637690441058414
100,6.60907966505549
101,6.964371879401033
102,6.680490748083624
103,6.723387630369245
104,6.178483387703559
105,6.730791344464618
106,7.032412411581554
107,6.71648580874676
108,6.394042157069634
109,6.936274706309209
110,6.958933066699049
111,6.925447838513056
112,6.402646615545375
113,6.926498521799273
