week,inventory
1,9.857391256643155
2,11.364564658099704
3,11.324473153445949
4,11.587383375888239
5,11.945830627503783
6,12.215260309389167
7,12.418430236950497
8,12.560149717920865
9,12.440527976742697
10,12.398571405129678
11,12.038570733334497
12,11.9795734704026
13,11.642970788309919
14,11.385773679309745
15,11.374651415133773
16,11.411888920792457
17,11.432257561902773
18,11.486252893554393
19,11.487043395256125
20,11.492283885852363
21,10.933571147684308
22,11.195690990256423
23,11.07980134886809
24,11.095833020621084
25,10.629972792706583
26,10.241209008557773
27,11.171772289830475
28,11.233079278286223
29,11.365944024621301
30,11.406264103579353
31,11.378284885997331
32,11.325860676819078
33,11.32835337763112
34,11.431856397436228
35,11.458617103516884
36,11.318721592241225
37,11.251950235347012
38,11.150491110277452
39,11.434780122826425
40,11.487371731721865
41,11.592614263871596
42,11.755604941352074
43,11.784981077785993
45,11.755620631687611
46,11.756577276915788
47,11.793386528578667
48,11.811458452726246
49,11.890882333661791
50,11.945389467245167
51,11.957399725392719
52,11.756287243481523
53,11.939349394469605
54,11.97679783641072
55,12.04155760748558
56,11.864842106120717
57,12.095280739875141
58,12.06602291174704
59,12.07186673975851
60,12.0853277278286
61,11.511454383460219
62,11.958617190396811
63,11.961692689552079
64,12.028828178476502
65,12.048277833912815
66,11.984490374782917
67,11.953802760946232
68,12.026317791933533
69,12.060931259860503
70,12.078580125014897
71,12.000879517043927
72,11.994956474428683
73,12.033021980902397
74,12.023128895213969
75,11.486078282961248
76,11.89924173201741
77,11.967377543277074
79,11.995944031293458
80,12.006309871116276
81,12.031177444964344
82,12.05869729457069
83,12.050172937043643
84,12.025401725685185
85,12.041869946346313
86,12.038960831927998
87,12.014476209714093
88,12.008365332687086
89,11.97612474706258
90,12.01376741732726
91,11.803884661779371
92,12.05673121603081
93,12.02793831007649
94,11.752398954101645
95,10.385110910493905
96,11.988656411776457
97,11.95487035381887
98,12.042547327440298
99,12.108432252887486
100,12.13210312533
101,12.13448533997927
102,12.160405599346719
