week,inventory
103,12.184011068727655
104,11.633628677202141
105,12.150987962376618
106,12.12373939990969
107,12.088150225160192
108,11.857883027741574
109,12.121374953542324
110,12.087593117379194
111,12.118672101915944
112,11.627003869167778
113,12.129790773706345
114,12.079840264478129
115,12.046971398508317
116,12.031463273243043
117,12.011467959022385
118,12.01194770203508
119,11.983210304672596
120,11.97731964060768
121,11.98516409474053
122,11.975350448692414
123,11.953397291609926
124,11.95005718469062
125,11.977426482579078
126,11.969337140696497
127,11.944194762759926
128,11.918017170038821
129,11.90760596097605
131,11.900749208570321
132,11.898595945750213
133,11.884944090256965
134,11.905352613735888
135,11.901441071744674
136,11.87742273459009
137,11.91909699017374
138,11.929824950704056
139,11.945389467245167
140,11.889572629666494
141,11.86306107398909
142,11.87476604401313
143,11.644234389741651
144,11.856976056043521
145,11.873909113096898
146,11.92981176887389
147,11.9560074366497
148,11.98189731211183
149,11.422584916068788
150,10.9714000549546
151,11.933489344111264
152,11.956238549587917
153,11.944772814352511
154,11.97078059916914
155,12.049857335820699
156,11.576388407880867
157,12.098036330890972
158,12.10051210986968
159,12.093195058463058
160,11.619256509512498
161,12.134426256577658
162,12.105484059417746
163,12.075246162764888
164,12.14333516820573
165,12.183576493952227
166,12.206697450299016
167,12.003583074694433
168,12.27335739233577
169,12.319294182239828
170,12.321711161124068
171,12.326665064504407
172,12.324699769288385
173,12.332136852991832
174,12.323606761319688
175,12.324726413100583
176,12.333489130154796
177,12.334663729903149
178,12.377594427462197
179,12.39705657540278
180,12.390783013508075
181,12.15097211279967
183,12.422658743666645
184,12.461644664063721
185,12.490616047505037
186,12.536781879333647
187,12.538267891710563
188,12.563810024884473
189,12.53283359415377
190,12.542391298929516
191,12.65399680744553
192,12.707478037915442
193,12.737941303440175
194,12.741228865146871
195,12.262514413752093
196,12.818958344487312
197,12.864957002266962
198,12.85415969668352
199,12.887096636287808
201,12.88005994219014
202,12.932013681163046
203,12.987942446400686
204,13.04345003176135
205,13.095109337157227
206,13.057011725765738
207,13.116763728593835
208,12.900131910015087
209,13.128317615692543
210,13.088113489204455
211,13.149007255768522
212,12.331449001046883
213,13.29675524380877
214,13.259309184276523
215,13.240285070114046
216,13.281506716000322
217,13.109847378036712
218,13.365042853786173
219,13.39450887998331
220,13.342499210064203
221,13.356600368350083
222,13.396774782782487
223,13.42446597251734
224,13.408185721633085
225,13.426521963528797
226,13.485716770771658
227,13.456524373737658
228,13.473656666179439
229,13.507561830572136
230,13.5763811611663
231,13.366533904233671
232,13.541944385747904
233,13.54889436685477
234,11.93558195089097
235,13.337573139278355
236,13.561697725555048
237,13.567014582682033
238,13.586829201271629
239,13.600399658347213
240,13.599130333704323
241,13.614529592151033
242,13.629561630207776
243,13.644689021723
244,13.67078300733754
245,13.678221256092428
246,13.647932972662193
247,13.419399563403097
248,13.678197165442754
249,13.672466635780467
250,13.47157413347373
252,13.690644370914498
253,13.720197178154828
254,13.738862747766213
255,13.807168862563039
256,13.779615987061778
257,13.827825417846702
258,13.820122904720453
259,13.777568786616152
260,13.795231317105893
261,13.535411660425785
262,13.759165577903229
263,13.753989346831736
264,13.569864462857323
265,13.260330666874633
266,13.742218099342825
267,13.713066895262843
268,13.74209649884336
269,13.745956814932565
270,13.772395310949404
271,13.772851460336318
272,13.229869788979698
273,13.778378621796666
274,13.818526006924731
275,13.869613252289584
276,13.851731584244414
277,13.882395075100028
278,13.903341016082019
279,13.916212539482201
280,13.87201659238437
281,13.854329267247904
282,13.869879417947546
283,13.948695265500465
284,13.925702184988134
285,13.927916496242583
286,13.418714266851742
287,12.287850769574183
288,13.883398152190626
289,13.933745047255684
290,13.966424003598549
291,13.978736787266557
292,13.983132942652848
293,13.956999703517052
294,13.943448084049884
295,13.962053803069686
296,13.968900091049974
297,13.944764440071081
298,13.939723543779566
299,13.726318623468032
300,13.943822854771128
301,13.930938823323979
302,13.907029925346112
303,13.931978952080245
304,13.94241277608537
305,13.432921291165288
306,13.020129081137572
307,13.949124947144487
308,13.952514788301091
309,14.033771810229263
310,14.006109429738757
311,14.002545157569754
312,13.996895843259495
313,13.776326804127988
314,14.03561589858698
315,13.995841802065987
316,14.01290379752151
317,13.10059004955277
318,14.023533973985398
319,13.982963793725272
320,13.953297507846806
321,13.976667209983294
322,13.991475286201426
323,13.773957045950327
324,13.984368553063758
325,14.022040057069406
326,14.059752367470585
327,14.071490640688031
328,14.064699172748384
329,14.154391320328743
330,14.111013467783794
331,14.103494584823235
332,14.125893993491683
333,14.100857155315964
334,14.136130668061138
335,14.159811356984356
336,14.173627561634888
337,13.621886973186056
338,13.948724150095568
339,12.553640243204368
340,14.155791959069443
341,14.086602776631619
342,14.090099032169851
343,14.131010841036618
344,14.136301192758788
345,14.126590991189612
346,14.102216153817924
347,14.127461006689462
348,14.125660819590559
349,14.087860948531556
350,14.070451956385243
351,14.105412913761768
352,13.923932582417882
353,14.13706638170531
354,14.161119498919073
355,14.227312214345819
357,14.229448999110394
358,14.20997066591774
359,14.20758507764681
360,14.213294911115701
361,14.277774311499789
362,14.302047382596264
363,14.270981598832151
364,14.282346048955635
365,13.786711826795514
366,14.344498641156795
367,14.351256865871319
368,14.41281841875003
369,13.446038363109839
370,14.38077493397436
371,14.355122452636595
372,14.343800194244402
373,14.141029453743077
374,14.388082057059913
375,14.402377355473634
376,14.357556321632455
377,14.355944691474235
378,14.346929084911476
379,14.342305589264928
380,14.312526667800176
381,14.297586645944271
382,14.32587247423456
383,14.282880096035926
384,14.26157875663497
385,14.253404133291776
386,14.278586496075278
387,14.269878839729074
388,14.067040185310422
389,14.282455765001215
390,14.288623722589847
392,14.312030136511241
393,14.280517348780755
394,14.311290967975177
395,14.30374695547107
396,14.274884769579602
397,14.26441439395773
398,14.251182801789728
399,14.246712286342618
400,14.22687887446806
401,14.227165800927729
402,14.246296374052523
403,14.251044370654146
