week,BASIS
239,-1.9200000000000728
240,1.1979999999998654
241,-1.60600000000004
242,-1.8280000000000656
243,-0.5
244,0.6340000000000146
245,4.18799999999992
246,8.87400000000007
247,6.280000000000086
248,2.6519999999999526
249,4.159999999999945
250,5.082499999999982
251,
252,-25.529999999999927
253,-9.169999999999982
254,-2.630000000000109
255,0.25999999999994544
256,-2.480000000000018
257,-2.711999999999989
258,-18.554000000000087
259,-19.702000000000133
260,-12.842000000000008
261,-12.084999999999923
262,-13.26399999999985
263,-32.12799999999997
264,-20.169999999999845
265,-14.560000000000096
266,-20.115999999999985
267,-30.242000000000008
268,-29.75
269,-23.540000000000056
270,-18.760000000000126
271,-26.76600000000017
272,-39.39333333333328
273,-22.601999999999954
274,2.2720000000000256
275,-8.366000000000076
276,-11.13800000000001
277,-7.272000000000117
278,-6.738000000000011
279,-6.9740000000000695
280,-3.7
281,-6.296000000000004
282,-9.66200000000008
283,-10.767999999999939
284,-6.408000000000084
285,-14.590000000000055
286,-10.146666666666837
287,-11.059999999999945
288,-3.168000000000029
289,-8.754000000000087
290,-5.448000000000138
291,-5.317999999999938
292,-1.9420000000000073
293,-0.5280000000001565
294,1.718000000000029
295,5.6599999999998545
296,2.9559999999998583
297,3.8179999999999383
298,3.5779999999998835
299,5.460000000000036
300,0.8479999999998654
301,2.3539999999999965
302,0.20200000000004364
303,-1.5579999999999017
304,-6.749999999999818
305,-14.276666666666642
306,-14.8900000000001
307,-4.8699999999999815
308,-4.957999999999811
309,-8.236000000000057
310,-13.93799999999992
311,-13.846000000000004
312,-16.385999999999967
313,-14.232500000000073
314,1.5420000000000074
315,-10.89399999999996
316,-7.280000000000018
317,-6.125
318,0.10400000000008731
319,-7.477999999999883
320,-7.214000000000032
321,-10.55599999999995
322,-6.796000000000004
323,-10.587499999999864
324,-25.246000000000002
325,-29.08199999999988
326,-11.182000000000153
327,-3.3639999999999417
328,-5.897999999999866
329,-9.842000000000008
330,-17.025999999999932
331,-14.798000000000048
332,-9.473999999999979
333,-9.708000000000084
334,-1.555999999999949
335,-0.8220000000001164
336,3.0719999999999343
337,4.043333333333218
338,6.815000000000168
339,4.139999999999873
340,-0.21400000000003275
341,2.405999999999858
342,5.539999999999964
343,2.6779999999998836
344,1.7699999999999818
345,4.333999999999923
346,4.9699999999998905
347,4.898000000000048
348,6.247999999999957
349,5.177999999999974
350,15.003999999999996
351,14.519999999999982
352,5.347500000000082
353,1.655999999999949
354,4.510000000000128
355,2.1160000000001675
356,
357,-0.3880000000000109
358,2.1980000000000475
359,5.069999999999891
360,4.04399999999996
361,-5.071999999999844
362,-7.338000000000011
363,-14.16800000000012
364,-1.2979999999998655
365,-2.1233333333331452
366,4.2199999999998905
367,2.5799999999999272
368,-0.4460000000000946
369,-6.845000000000027
370,-6.467999999999938
371,-5.4740000000000695
372,-13.346000000000094
373,-13.264999999999986
374,-9.59399999999996
375,-9.109999999999946
376,-30.744000000000142
377,-23.253999999999905
378,-21.222000000000026
379,-15.015999999999986
380,-5.203999999999814
381,-2.8920000000000075
382,0.40199999999995273
383,-0.8279999999999745
384,0.45999999999994545
385,2.14399999999996
386,2.93799999999992
387,3.3579999999999925
388,3.630000000000109
389,1.3079999999999927
390,0.6600000000000363
391,
392,0.45399999999999635
393,-2.8179999999999383
394,-0.7679999999999382
395,1.1599999999999455
396,0.4839999999999236
397,3.2300000000001092
398,2.8640000000000327
399,3.5340000000000145
400,0.9840000000000145
401,4.0219999999999345
402,7.813999999999941
403,9.0
