week,inventory
158,11.72791586952805
159,11.760144853342027
160,11.234757984887032
161,11.738857125892073
162,11.710537852208022
163,11.712489184323982
164,11.752383213134992
165,11.67936320588645
166,11.659282999830596
167,11.425612224242506
168,11.714747315780563
169,11.7618693078548
170,11.729600138135845
171,11.676862388638906
172,11.64914199937276
173,11.666933277449576
174,11.651120963721628
175,11.670219769854986
176,11.658055581576404
177,11.65756246145706
178,11.710357284568536
179,11.720589829435978
180,11.700615916753062
181,11.525575119665575
183,11.800109913627825
184,11.797194218671864
185,11.856600272121941
186,11.896281287490291
187,11.841091874942556
188,11.795725640330403
189,11.74914317577171
190,11.792449349720545
191,11.829056500719117
192,11.896063161194302
193,11.997201753502683
194,12.014791067364708
195,11.54117272790833
196,11.986559994512278
197,11.964860587463244
198,11.989010564531831
199,12.049255079387441
201,12.073152494630788
202,12.105085884381378
203,12.317135372634768
204,12.460047974916051
205,12.465860517022636
206,12.42896016407079
207,12.419735395744867
208,12.219502065841834
209,12.514990141864109
210,12.564292395641186
211,12.639032939414186
212,11.752454045533762
213,12.740754434601046
214,12.58532723961825
215,12.558115879642264
216,12.569454547458244
217,12.35244313803847
218,12.570990027058748
219,12.590674964569207
220,12.5944424582097
221,12.642403145285757
222,12.632754413398962
223,12.57967205923267
224,12.513152851716937
225,12.505284246789943
226,12.587982494016801
227,12.551872671316604
228,12.50110885986895
229,12.557975219806744
230,12.591729526326478
231,12.377880796307224
232,12.579895716301941
233,12.535031009293794
234,10.976422994414255
235,12.367472699319908
236,12.630810828981923
237,12.598330926151057
238,12.59705674139765
239,12.625812055971561
240,12.592701459292044
241,12.583429731839072
242,12.600486917451253
243,12.588559088067928
244,12.585761721027058
245,12.607205047675693
246,12.561997308078203
247,12.380660205254413
248,12.582733533294917
249,12.552816943421991
250,12.3558882281012
252,12.705577429724812
253,12.645517191169727
254,12.649844587792925
255,12.743258758499412
256,12.736262565245076
257,12.815522950068319
258,12.845853331475787
259,12.737330110360542
260,12.710459585387117
261,12.4518305537958
262,12.677993186326436
263,12.65546851094428
264,12.46706674097543
265,12.135424833956426
266,12.613539082975452
267,12.601598522723565
268,12.659295639159705
269,12.656294397264451
270,12.670938096919786
271,12.633247058800489
272,12.086438522668512
273,12.696803719394726
274,13.01523018036375
275,12.962685115270247
276,12.884169638043742
277,12.841503315366602
278,12.8515908624663
279,12.860972638906617
280,12.86731627707711
281,12.80740054599896
282,12.836527599501341
283,12.832420083650888
284,12.804145118560022
285,12.841042363784847
286,12.258992366568553
287,11.133274291755043
288,12.792992267992942
289,12.8199384951624
290,12.804092879497563
291,12.786468174267268
292,12.750200541439732
293,12.683436620848868
294,12.75972497304343
295,12.917263554488983
296,12.897753751928393
297,12.81032850128725
298,12.778818991987333
299,12.581442740995021
300,12.863546015235304
301,12.86318064648737
302,12.794398054172708
303,12.797397488137236
304,12.77269241961836
305,12.245572165966939
306,11.834501589069566
307,12.842638892535152
308,12.88296594454056
309,12.903069905015402
310,12.873850734739579
311,12.85937651916555
312,12.84337407973687
313,12.640967097662342
314,12.886909362313029
315,12.866213563178995
316,12.91201758431998
317,12.048646607568996
318,12.937533878350603
319,12.868242443138575
320,12.918389900425675
321,12.925698647337603
322,12.955404015527545
323,12.748242854718129
324,12.960218495589055
325,12.994507278363448
326,13.034890803170507
327,13.030743579755539
328,13.045646466465998
329,13.150414247170449
330,13.085139070106058
331,13.101237795389336
332,13.10856663859949
333,13.088359751553739
334,13.219967288231564
335,13.22966680438697
336,13.200618025913975
337,12.662804214332535
338,12.942662383932955
339,11.552290398492483
340,13.096165181992731
341,13.128993350480437
342,13.142938255457727
343,13.179686555447688
344,13.174036999458142
345,13.137094342004323
346,13.073607912632866
347,13.101744256868246
348,13.141899302471964
349,13.196271615326783
350,13.218896445539466
351,13.263397553624959
352,13.06301668868345
353,13.290994986352272
354,13.251971333407333
355,13.26719592078713
357,13.248929065743328
358,13.16756425062605
359,13.15959364940481
360,13.136455613761466
361,13.229381119104197
362,13.206750480664493
363,13.0657210656549
364,13.083980073526007
365,12.554445219981183
366,13.109606351464898
367,13.192264369758012
368,13.246665561604393
369,12.297529958018965
370,13.253223204573683
371,13.202609756643096
372,13.227899277681374
373,12.962849340456192
374,13.246767997458445
375,13.274589921554966
376,13.171484915234872
377,13.192631701821934
378,13.180181240426528
379,13.131719472328355
380,13.035076326056378
381,13.052294927690443
382,13.104618870724181
383,13.11221808754789
384,13.18145835932971
385,13.195589675283205
386,13.24865940781071
387,13.300044182548689
388,13.110001280580255
389,13.324324149450632
390,13.3247947038639
392,13.387252144938461
393,13.372750042112342
394,13.420341265576964
395,13.372510235451418
396,13.33099899575714
397,13.299647266430945
398,13.327813723027411
399,13.399461638396465
400,13.388621589070837
401,13.34912437785266
402,13.33329182720728
403,13.321183088123416
