index_level,diff,is_rising,pli
6438.54,-15.539999999999964,0,0.6
6404.44,-48.55000000000018,0,0.4
6196.8,-105.63000000000011,0,0.4
6289.53,-58.07000000000062,0,0.6
6294.11,-54.0600000000004,0,0.6
6270.51,111.78000000000065,1,0.6
6420.85,-18.50999999999931,0,0.6
6391.72,-77.09000000000015,0,0.6
6298.37,-24.329999999999927,0,0.4
6149.43,22.659999999999854,1,0.4
6316.97,44.39000000000033,1,0.8
5954.5,-153.30000000000018,0,0.0
5889.6,-76.28999999999996,0,0.4
5714.06,-57.81999999999971,0,0.4
5973.44,143.09999999999945,1,0.8
5956.88,8.020000000000437,1,0.6
5781.8,-181.19999999999982,0,0.2
6133.46,136.73999999999978,1,0.8
6138.62,48.92000000000007,1,0.4
6191.65,-25.5600000000004,0,0.4
6087.86,-32.210000000000036,0,0.2
6168.01,-18.090000000000146,0,0.4
6192.3,6.020000000000437,1,0.4
6072.86,-29.020000000000437,0,0.2
5763.35,-15.710000000000036,0,0.0
5864.47,7.0700000000006185,1,0.6
